2024-03-03 00:14:41.216843,29B,WITHOUT HELMET
2024-03-03 00:14:41.280552,HE,WITHOUT HELMET
2024-03-03 00:14:41.345710,DE,WITHOUT HELMET
2024-03-03 00:14:41.433310,HHEL,WITHOUT HELMET
2024-03-03 00:14:41.499885,HB,WITHOUT HELMET
2024-03-03 00:14:41.580988,HB,WITHOUT HELMET
2024-03-03 00:14:41.676885,DQ,WITHOUT HELMET
2024-03-03 00:14:41.756749,DE,WITHOUT HELMET
2024-03-03 00:14:41.823323,H96,WITHOUT HELMET
2024-03-03 00:14:41.894348,DB,WITHOUT HELMET
2024-03-03 00:14:41.971604,HE,WITHOUT HELMET
2024-03-03 00:14:42.047738,896,WITHOUT HELMET
2024-03-03 00:14:42.125520,HV,WITHOUT HELMET
2024-03-03 00:14:42.200049,HVL,WITHOUT HELMET
2024-03-03 00:14:42.275029,HH,WITHOUT HELMET
2024-03-03 00:14:42.326900,8296,WITHOUT HELMET
2024-03-03 00:14:42.401658,496,WITHOUT HELMET
2024-03-03 00:14:42.474077,0296,WITHOUT HELMET
2024-03-03 00:14:42.539703,4296,WITHOUT HELMET
2024-03-03 00:14:42.603421,HW8,WITHOUT HELMET
2024-03-03 00:14:42.673345,0EP6,WITHOUT HELMET
2024-03-03 00:14:42.736883,096,WITHOUT HELMET
2024-03-03 00:14:42.814693,429E,WITHOUT HELMET
2024-03-03 00:14:42.886857,0296,WITHOUT HELMET
2024-03-03 00:14:42.962107,2E96,WITHOUT HELMET
2024-03-03 00:14:43.006606,2E96,WITHOUT HELMET
2024-03-03 00:14:43.044782,2E96,WITHOUT HELMET
2024-03-03 00:14:43.108743,DEEB,WITHOUT HELMET
2024-03-03 00:14:43.179583,029E,WITHOUT HELMET
2024-03-03 00:14:43.227784,0E96,WITHOUT HELMET
2024-03-03 00:14:43.314272,77296,WITHOUT HELMET
2024-03-03 00:14:43.393090,HHD,WITHOUT HELMET
2024-03-03 00:14:43.456133,0EH6,WITHOUT HELMET
2024-03-03 00:14:43.512234,HBB,WITHOUT HELMET
2024-03-03 00:14:43.596081,HE,WITHOUT HELMET
2024-03-03 00:14:43.672824,DE6,WITHOUT HELMET
2024-03-03 00:14:43.726105,HE,WITHOUT HELMET
2024-03-03 00:14:43.807476,19E6,WITHOUT HELMET
2024-03-03 00:14:43.874495,09E,WITHOUT HELMET
2024-03-03 00:14:43.942870,TIE,WITHOUT HELMET
2024-03-03 00:14:43.983517,TIE,WITHOUT HELMET
2024-03-03 00:14:44.031039,TIE,WITHOUT HELMET
2024-03-03 00:14:44.078696,TIE,WITHOUT HELMET
2024-03-03 00:14:44.114282,TIE,WITHOUT HELMET
2024-03-03 00:14:44.141954,TIE,WITHOUT HELMET
2024-03-03 00:14:44.172767,TIE,WITHOUT HELMET
2024-03-03 00:14:44.247817,0B,WITHOUT HELMET
2024-03-03 00:14:44.332815,[E,WITHOUT HELMET
2024-03-03 00:14:44.373243,[E,WITHOUT HELMET
2024-03-03 00:14:44.456440,HE,WITHOUT HELMET
2024-03-03 00:14:44.534047,ND,WITHOUT HELMET
2024-03-03 00:14:44.609075,HHV6,WITHOUT HELMET
2024-03-03 00:14:44.662165,HE,WITHOUT HELMET
2024-03-03 00:14:44.749775,[29,WITHOUT HELMET
2024-03-03 00:14:44.834019,EEE,WITHOUT HELMET
2024-03-03 00:14:44.914380,EX29,WITHOUT HELMET
2024-03-03 00:14:45.013756,140,WITHOUT HELMET
2024-03-03 00:14:45.089687,ENEE,WITHOUT HELMET
2024-03-03 00:14:45.176726,E72E,WITHOUT HELMET
2024-03-03 00:14:45.284334,EQB,WITHOUT HELMET
2024-03-03 00:14:45.352510,H,WITHOUT HELMET
2024-03-03 00:14:45.397882,H,WITHOUT HELMET
2024-03-03 00:14:45.493011,LDZZ9E,WITHOUT HELMET
2024-03-03 00:14:45.580611,NI,WITHOUT HELMET
2024-03-03 00:14:45.669015,EDL,WITHOUT HELMET
2024-03-03 00:14:45.731222,EDL,WITHOUT HELMET
2024-03-03 00:14:45.797079,[E,WITHOUT HELMET
2024-03-03 00:14:45.865276,4729,WITHOUT HELMET
2024-03-03 00:14:45.905682,4729,WITHOUT HELMET
2024-03-03 00:14:45.966927,4729,WITHOUT HELMET
2024-03-03 00:14:46.034211,4729,WITHOUT HELMET
2024-03-03 00:14:46.090697,4729,WITHOUT HELMET
2024-03-03 00:14:46.157758,4729,WITHOUT HELMET
2024-03-03 00:14:46.222414,4729,WITHOUT HELMET
2024-03-03 00:14:46.278544,4729,WITHOUT HELMET
2024-03-03 00:14:46.324379,4729,WITHOUT HELMET
2024-03-03 00:14:46.373649,4729,WITHOUT HELMET
2024-03-03 00:14:46.430884,4729,WITHOUT HELMET
2024-03-03 00:14:46.479935,4729,WITHOUT HELMET
2024-03-03 00:14:46.536468,4729,WITHOUT HELMET
2024-03-03 00:14:46.582266,4729,WITHOUT HELMET
2024-03-03 00:14:46.640200,4729,WITHOUT HELMET
2024-03-03 00:14:46.686136,4729,WITHOUT HELMET
2024-03-03 00:14:46.738369,4729,WITHOUT HELMET
2024-03-03 00:14:46.781905,4729,WITHOUT HELMET
2024-03-03 00:14:46.829585,4729,WITHOUT HELMET
2024-03-03 00:14:46.889213,4729,WITHOUT HELMET
2024-03-03 00:14:46.941711,4729,WITHOUT HELMET
2024-03-03 00:14:46.988915,4729,WITHOUT HELMET
2024-03-03 00:14:47.062786,4729,WITHOUT HELMET
2024-03-03 00:14:47.146687,4729,WITHOUT HELMET
2024-03-03 00:14:47.196741,4729,WITHOUT HELMET
2024-03-03 00:14:47.244073,4729,WITHOUT HELMET
2024-03-03 00:14:47.313683,4729,WITHOUT HELMET
2024-03-03 00:14:47.368509,4729,WITHOUT HELMET
2024-03-03 00:14:47.446255,4729,WITHOUT HELMET
2024-03-03 00:14:47.514431,4729,WITHOUT HELMET
2024-03-03 00:14:47.590080,4729,WITHOUT HELMET
2024-03-03 00:14:47.640657,4729,WITHOUT HELMET
2024-03-03 00:14:47.707048,4729,WITHOUT HELMET
2024-03-03 00:14:47.771834,4729,WITHOUT HELMET
2024-03-03 00:14:47.828260,4729,WITHOUT HELMET
2024-03-03 00:14:47.906574,4729,WITHOUT HELMET
2024-03-03 00:14:47.972656,4729,WITHOUT HELMET
2024-03-03 00:14:48.047294,4729,WITHOUT HELMET
2024-03-03 00:14:48.113380,4729,WITHOUT HELMET
2024-03-03 00:14:48.192966,4729,WITHOUT HELMET
2024-03-03 00:14:48.244161,4729,WITHOUT HELMET
2024-03-03 00:14:48.306410,4729,WITHOUT HELMET
2024-03-03 00:14:48.373214,4729,WITHOUT HELMET
2024-03-03 00:14:48.421752,4729,WITHOUT HELMET
2024-03-03 00:14:48.481545,4729,WITHOUT HELMET
2024-03-03 00:14:48.541912,4729,WITHOUT HELMET
2024-03-03 00:14:48.586962,4729,WITHOUT HELMET
2024-03-03 00:14:48.648894,4729,WITHOUT HELMET
2024-03-03 00:14:48.728790,4729,WITHOUT HELMET
2024-03-03 00:14:48.788346,4729,WITHOUT HELMET
2024-03-03 00:14:48.841757,4729,WITHOUT HELMET
2024-03-03 00:14:48.898470,4729,WITHOUT HELMET
2024-03-03 00:14:48.944452,4729,WITHOUT HELMET
2024-03-03 00:14:48.992412,4729,WITHOUT HELMET
2024-03-03 00:14:49.042085,4729,WITHOUT HELMET
2024-03-03 00:14:49.089558,4729,WITHOUT HELMET
2024-03-03 00:14:49.139258,4729,WITHOUT HELMET
2024-03-03 00:14:49.189526,4729,WITHOUT HELMET
2024-03-03 00:14:49.249567,4729,WITHOUT HELMET
2024-03-03 00:14:49.298272,4729,WITHOUT HELMET
2024-03-03 00:14:49.349606,4729,WITHOUT HELMET
2024-03-03 00:14:49.406308,4729,WITHOUT HELMET
2024-03-03 00:14:49.456087,4729,WITHOUT HELMET
2024-03-03 00:14:49.492642,4729,WITHOUT HELMET
2024-03-03 00:14:49.542783,4729,WITHOUT HELMET
2024-03-03 00:14:49.589467,4729,WITHOUT HELMET
2024-03-03 00:14:49.639132,4729,WITHOUT HELMET
2024-03-03 00:14:49.706332,4729,WITHOUT HELMET
2024-03-03 00:14:49.749479,4729,WITHOUT HELMET
2024-03-03 00:14:49.822669,4729,WITHOUT HELMET
2024-03-03 00:14:49.865180,4729,WITHOUT HELMET
2024-03-03 00:14:49.914174,4729,WITHOUT HELMET
2024-03-03 00:14:49.976578,4729,WITHOUT HELMET
2024-03-03 00:14:50.039158,4729,WITHOUT HELMET
2024-03-03 00:14:50.088832,4729,WITHOUT HELMET
2024-03-03 00:14:50.153137,4729,WITHOUT HELMET
2024-03-03 00:14:50.197973,4729,WITHOUT HELMET
2024-03-03 00:14:50.252055,4729,WITHOUT HELMET
2024-03-03 00:14:50.305440,4729,WITHOUT HELMET
2024-03-03 00:14:50.347105,4729,WITHOUT HELMET
2024-03-03 00:14:50.406180,4729,WITHOUT HELMET
2024-03-03 00:14:50.473863,4729,WITHOUT HELMET
2024-03-03 00:14:50.521078,4729,WITHOUT HELMET
2024-03-03 00:14:50.571252,4729,HELMET
2024-03-03 00:14:50.611242,4729,HELMET
2024-03-03 00:14:50.664549,4729,HELMET
2024-03-03 00:14:50.711231,4729,HELMET
2024-03-03 00:14:50.777806,4729,HELMET
2024-03-03 00:14:50.812445,4729,HELMET
2024-03-03 00:14:50.876071,4729,HELMET
2024-03-03 00:14:50.940375,4729,HELMET
2024-03-03 00:14:50.991164,4729,HELMET
2024-03-03 00:14:51.088599,PKTL,HELMET
2024-03-03 00:14:51.138547,PKTL,HELMET
2024-03-03 00:14:51.195153,PKTL,HELMET
2024-03-03 00:14:51.238614,PKTL,HELMET
2024-03-03 00:14:51.297350,PKTL,HELMET
2024-03-03 00:14:51.343235,PKTL,HELMET
2024-03-03 00:14:51.409743,PKTL,HELMET
2024-03-03 00:14:51.462909,PKTL,HELMET
2024-03-03 00:14:51.537714,PKTL,HELMET
2024-03-03 00:14:51.595142,PKTL,HELMET
2024-03-03 00:14:51.645982,PKTL,HELMET
2024-03-03 00:14:51.691797,PKTL,HELMET
2024-03-03 00:14:51.751041,PKTL,HELMET
2024-03-03 00:14:51.807398,PKTL,HELMET
2024-03-03 00:14:51.883616,PKTL,HELMET
2024-03-03 00:14:51.969249,PKTL,HELMET
2024-03-03 00:14:52.037610,PKTL,HELMET
2024-03-03 00:14:52.121637,PKTL,HELMET
2024-03-03 00:14:52.188036,PKTL,HELMET
2024-03-03 00:14:52.254239,PKTL,HELMET
2024-03-03 00:14:52.311110,PKTL,HELMET
2024-03-03 00:14:52.404686,PKTL,HELMET
2024-03-03 00:14:52.484378,PKTL,HELMET
2024-03-03 00:14:52.536452,PKTL,HELMET
2024-03-03 00:14:52.589163,PKTL,HELMET
2024-03-03 00:14:52.646802,PKTL,HELMET
2024-03-03 00:14:52.698208,PKTL,HELMET
2024-03-03 00:14:52.746285,PKTL,HELMET
2024-03-03 00:14:52.810791,PKTL,HELMET
2024-03-03 00:14:52.870934,PKTL,HELMET
2024-03-03 00:14:52.948089,PKTL,HELMET
2024-03-03 00:14:53.012129,PKTL,HELMET
2024-03-03 00:14:53.087110,PKTL,HELMET
2024-03-03 00:14:53.139314,PKTL,HELMET
2024-03-03 00:14:53.205110,PKTL,HELMET
2024-03-03 00:14:53.290589,PK,HELMET
2024-03-03 00:14:53.366308,PK,HELMET
2024-03-03 00:14:53.449378,PK,HELMET
2024-03-03 00:14:53.511433,PK,HELMET
2024-03-03 00:14:53.564697,PK,HELMET
2024-03-03 00:14:53.620509,PK,HELMET
2024-03-03 00:14:53.653764,PK,HELMET
2024-03-03 00:14:53.714133,PK,HELMET
2024-03-03 00:14:53.770837,PK,HELMET
2024-03-03 00:14:53.836909,PK,HELMET
2024-03-03 00:14:53.903783,PK,HELMET
2024-03-03 00:14:53.970511,PK,HELMET
2024-03-03 00:14:54.020368,PK,HELMET
2024-03-03 00:14:54.070267,PK,HELMET
2024-03-03 00:14:54.134494,PK,HELMET
2024-03-03 00:14:54.187023,PK,HELMET
2024-03-03 00:14:54.230504,PK,HELMET
2024-03-03 00:14:54.280434,PK,HELMET
2024-03-03 00:14:54.338085,PK,HELMET
2024-03-03 00:14:54.388904,PK,HELMET
2024-03-03 00:14:54.432209,PK,HELMET
2024-03-03 00:14:54.470570,PK,HELMET
2024-03-03 00:14:54.520113,PK,HELMET
2024-03-03 00:14:54.561296,PK,HELMET
2024-03-03 00:14:54.603553,PK,HELMET
2024-03-03 00:14:54.648502,PK,HELMET
2024-03-03 00:14:54.685812,PK,HELMET
2024-03-03 00:14:54.725899,PK,HELMET
2024-03-03 00:14:54.761856,PK,HELMET
2024-03-03 00:14:54.811998,PK,HELMET
2024-03-03 00:14:54.859451,PK,HELMET
2024-03-03 00:14:54.896937,PK,HELMET
2024-03-03 00:14:54.937041,PK,HELMET
2024-03-03 00:14:54.993378,PK,HELMET
2024-03-03 00:14:55.037360,PK,HELMET
2024-03-03 00:14:55.078705,PK,HELMET
2024-03-03 00:14:55.123713,PK,HELMET
2024-03-03 00:14:55.160508,PK,HELMET
2024-03-03 00:14:55.214681,PK,HELMET
2024-03-03 00:14:55.271464,PK,HELMET
2024-03-03 00:14:55.309095,PK,HELMET
2024-03-03 00:14:55.365640,PK,HELMET
2024-03-03 00:14:55.404404,PK,HELMET
2024-03-03 00:14:55.456543,PK,HELMET
2024-03-03 00:14:55.505842,PK,HELMET
2024-03-03 00:14:55.546468,PK,HELMET
2024-03-03 00:14:55.595688,PK,HELMET
2024-03-03 00:14:55.637398,PK,HELMET
2024-03-03 00:14:55.688317,PK,HELMET
2024-03-03 00:14:55.736592,PK,HELMET
2024-03-03 00:14:55.771247,PK,HELMET
2024-03-03 00:14:55.820899,PK,HELMET
2024-03-03 00:14:55.865773,PK,HELMET
2024-03-03 00:14:55.903986,PK,HELMET
2024-03-03 00:14:55.947692,PK,HELMET
2024-03-03 00:14:55.992573,PK,HELMET
2024-03-03 00:14:56.043318,PK,HELMET
2024-03-03 00:14:56.086577,PK,HELMET
2024-03-03 00:14:56.128698,PK,HELMET
2024-03-03 00:14:56.160124,PK,HELMET
2024-03-03 00:14:56.208540,PK,HELMET
2024-03-03 00:14:56.246823,PK,HELMET
2024-03-03 00:14:56.287559,PK,HELMET
2024-03-03 00:14:56.334637,PK,HELMET
2024-03-03 00:14:56.377593,PK,HELMET
2024-03-03 00:14:56.421346,PK,HELMET
2024-03-03 00:14:56.461305,PK,HELMET
2024-03-03 00:14:56.503848,PK,HELMET
2024-03-03 00:14:56.540469,PK,HELMET
2024-03-03 00:14:56.580164,PK,HELMET
2024-03-03 00:14:56.621862,PK,HELMET
2024-03-03 00:14:56.660500,PK,HELMET
2024-03-03 00:14:56.704014,PK,HELMET
2024-03-03 00:14:56.745641,PK,HELMET
2024-03-03 00:14:56.778307,PK,HELMET
2024-03-03 00:14:56.814620,PK,HELMET
2024-03-03 00:14:56.861592,PK,HELMET
2024-03-03 00:14:56.903944,PK,HELMET
2024-03-03 00:14:56.940553,PK,HELMET
2024-03-03 00:14:56.980044,PK,HELMET
2024-03-03 00:14:57.020341,PK,HELMET
2024-03-03 00:14:57.070544,PK,HELMET
2024-03-03 00:14:57.108213,PK,HELMET
2024-03-03 00:14:57.146705,PK,HELMET
2024-03-03 00:14:57.187439,PK,HELMET
2024-03-03 00:14:57.226190,PK,HELMET
2024-03-03 00:14:57.277285,PK,HELMET
2024-03-03 00:14:57.327589,PK,HELMET
2024-03-03 00:14:57.371772,PK,HELMET
2024-03-03 00:14:57.419476,PK,HELMET
2024-03-03 00:14:57.464746,PK,HELMET
2024-03-03 00:14:57.511890,PK,HELMET
2024-03-03 00:14:57.558689,PK,HELMET
2024-03-03 00:14:57.611373,PK,HELMET
2024-03-03 00:14:57.654150,PK,HELMET
2024-03-03 00:14:57.698452,PK,HELMET
2024-03-03 00:14:57.741971,PK,HELMET
2024-03-03 00:14:57.785981,PK,HELMET
2024-03-03 00:14:57.837278,PK,HELMET
2024-03-03 00:14:57.877810,PK,HELMET
2024-03-03 00:14:57.922456,PK,HELMET
2024-03-03 00:14:57.969569,PK,HELMET
2024-03-03 00:14:58.019984,PK,HELMET
2024-03-03 00:14:58.060730,PK,HELMET
2024-03-03 00:14:58.097198,PK,HELMET
2024-03-03 00:14:58.154406,PK,HELMET
2024-03-03 00:14:58.205084,PK,HELMET
2024-03-03 00:14:58.244422,PK,HELMET
2024-03-03 00:14:58.292487,PK,HELMET
2024-03-03 00:14:58.339100,PK,HELMET
2024-03-03 00:14:58.392910,PK,HELMET
2024-03-03 00:14:58.436229,PK,HELMET
2024-03-03 00:14:58.487026,PK,HELMET
2024-03-03 00:14:58.538400,PK,HELMET
2024-03-03 00:14:58.586373,PK,HELMET
2024-03-03 00:14:58.631832,PK,HELMET
2024-03-03 00:14:58.673112,PK,HELMET
2024-03-03 00:14:58.713442,PK,HELMET
2024-03-03 00:14:58.757868,PK,HELMET
2024-03-03 00:14:58.798606,PK,HELMET
2024-03-03 00:14:58.847390,PK,HELMET
2024-03-03 00:14:58.889786,PK,HELMET
2024-03-03 00:14:58.932152,PK,HELMET
2024-03-03 00:14:58.986974,PK,HELMET
2024-03-03 00:14:59.030712,PK,HELMET
2024-03-03 00:14:59.087190,PK,HELMET
2024-03-03 00:14:59.137909,PK,HELMET
2024-03-03 00:14:59.193305,PK,HELMET
2024-03-03 00:14:59.245994,PK,HELMET
2024-03-03 00:14:59.290660,PK,HELMET
2024-03-03 00:14:59.321810,PK,HELMET
2024-03-03 00:14:59.374615,PK,HELMET
2024-03-03 00:14:59.410612,PK,HELMET
2024-03-03 00:14:59.469980,PK,HELMET
2024-03-03 00:14:59.514611,PK,HELMET
2024-03-03 00:14:59.621306,PK,HELMET
2024-03-03 00:14:59.674379,PK,HELMET
2024-03-03 00:14:59.726816,PK,HELMET
2024-03-03 00:14:59.777489,PK,HELMET
2024-03-03 00:14:59.819427,PK,HELMET
2024-03-03 00:14:59.862391,PK,HELMET
2024-03-03 00:14:59.903068,PK,HELMET
2024-03-03 00:14:59.952273,PK,HELMET
2024-03-03 00:14:59.989076,PK,HELMET
2024-03-03 00:15:00.052391,PK,HELMET
2024-03-03 00:15:00.109974,PK,HELMET
2024-03-03 00:15:00.152293,PK,HELMET
2024-03-03 00:15:00.189107,PK,HELMET
2024-03-03 00:15:00.247985,PK,HELMET
2024-03-03 00:15:00.301956,PK,HELMET
2024-03-03 00:15:00.343363,PK,HELMET
2024-03-03 00:15:00.389308,PK,HELMET
2024-03-03 00:15:00.431956,PK,HELMET
2024-03-03 00:15:00.478382,PK,HELMET
2024-03-03 00:15:00.518672,PK,HELMET
2024-03-03 00:15:00.568958,PK,HELMET
2024-03-03 00:15:00.603331,PK,HELMET
2024-03-03 00:15:00.656609,PK,HELMET
2024-03-03 00:15:00.698501,PK,HELMET
2024-03-03 00:15:00.738995,PK,HELMET
2024-03-03 00:15:00.785385,PK,HELMET
2024-03-03 00:15:00.834342,PK,HELMET
2024-03-03 00:15:00.881327,PK,HELMET
2024-03-03 00:15:00.929439,PK,HELMET
2024-03-03 00:15:00.974584,PK,HELMET
2024-03-03 00:15:01.015303,PK,HELMET
2024-03-03 00:15:01.055631,PK,HELMET
2024-03-03 00:15:01.093730,PK,HELMET
2024-03-03 00:15:01.144520,PK,HELMET
2024-03-03 00:15:01.189312,PK,HELMET
2024-03-03 00:15:01.231839,PK,HELMET
2024-03-03 00:15:01.283177,PK,HELMET
2024-03-03 00:15:01.327668,PK,HELMET
2024-03-03 00:15:01.370201,PK,HELMET
2024-03-03 00:15:01.466149,ZUU,HELMET
2024-03-03 00:15:01.520593,ZUU,HELMET
2024-03-03 00:15:01.568830,ZUU,HELMET
2024-03-03 00:15:01.604225,ZUU,HELMET
2024-03-03 00:15:01.642903,ZUU,HELMET
2024-03-03 00:15:01.692594,ZUU,HELMET
2024-03-03 00:15:01.735255,ZUU,HELMET
2024-03-03 00:15:01.771578,ZUU,HELMET
2024-03-03 00:15:01.811896,ZUU,HELMET
2024-03-03 00:15:01.858410,ZUU,HELMET
2024-03-03 00:15:01.903231,ZUU,HELMET
2024-03-03 00:15:01.943318,ZUU,HELMET
2024-03-03 00:15:01.991220,ZUU,HELMET
2024-03-03 00:15:02.031425,ZUU,HELMET
2024-03-03 00:15:02.087432,ZUU,HELMET
2024-03-03 00:15:02.139034,ZUU,HELMET
2024-03-03 00:15:02.186900,ZUU,HELMET
2024-03-03 00:15:02.218343,ZUU,HELMET
2024-03-03 00:15:02.273449,ZUU,HELMET
2024-03-03 00:15:02.331634,ZUU,HELMET
2024-03-03 00:15:02.376498,ZUU,HELMET
2024-03-03 00:15:02.423172,ZUU,HELMET
2024-03-03 00:15:02.474190,ZUU,HELMET
2024-03-03 00:15:02.518137,ZUU,HELMET
2024-03-03 00:15:02.574250,ZUU,HELMET
2024-03-03 00:15:02.625695,ZUU,HELMET
2024-03-03 00:15:02.677961,ZUU,HELMET
2024-03-03 00:15:02.718209,ZUU,HELMET
2024-03-03 00:15:02.770283,ZUU,HELMET
2024-03-03 00:15:02.812361,ZUU,HELMET
2024-03-03 00:15:02.862372,ZUU,HELMET
2024-03-03 00:15:02.909101,ZUU,HELMET
2024-03-03 00:15:02.949110,ZUU,HELMET
2024-03-03 00:15:02.994757,ZUU,HELMET
2024-03-03 00:15:03.031350,ZUU,HELMET
2024-03-03 00:15:03.087114,ZUU,HELMET
2024-03-03 00:15:03.144532,ZUU,HELMET
2024-03-03 00:15:03.184858,ZUU,HELMET
2024-03-03 00:15:03.221810,ZUU,HELMET
2024-03-03 00:15:03.278918,ZUU,HELMET
2024-03-03 00:15:03.317949,ZUU,HELMET
2024-03-03 00:15:03.351456,ZUU,HELMET
2024-03-03 00:15:03.402637,ZUU,HELMET
2024-03-03 00:15:03.437751,ZUU,HELMET
2024-03-03 00:15:03.480361,ZUU,HELMET
2024-03-03 00:15:03.539118,ZUU,HELMET
2024-03-03 00:15:03.577909,ZUU,HELMET
2024-03-03 00:15:03.623443,ZUU,HELMET
2024-03-03 00:15:03.661545,ZUU,HELMET
2024-03-03 00:15:03.701527,ZUU,HELMET
2024-03-03 00:15:03.745631,ZUU,HELMET
2024-03-03 00:15:03.785153,ZUU,HELMET
2024-03-03 00:15:03.834712,ZUU,HELMET
2024-03-03 00:15:03.879822,ZUU,HELMET
2024-03-03 00:15:03.923969,ZUU,HELMET
2024-03-03 00:15:03.958904,ZUU,HELMET
2024-03-03 00:15:04.004992,ZUU,HELMET
2024-03-03 00:15:04.055780,ZUU,HELMET
2024-03-03 00:15:04.106073,ZUU,HELMET
2024-03-03 00:15:04.157216,ZUU,HELMET
2024-03-03 00:15:04.196885,ZUU,HELMET
2024-03-03 00:15:04.246549,ZUU,HELMET
2024-03-03 00:15:04.294570,ZUU,HELMET
